"time","requesttype","neighborhood","nrequests","nsolved","pcsolved","avgresptime","pcsolvedin3","pcsolvedin5","rankrt","rankpcs3","rankpcs5"
"Within last month","All","Gramercy",527,408,77.4193548387097,2.99261083743842,55.2182163187856,61.8595825426945,144,147,160
"Within last month","All","Grasmere/Arrochar/Ft. Wadsworth",222,200,90.0900900900901,1.82828282828283,72.5225225225225,81.981981981982,34,47,20
"Within last month","All","Gravesend",426,387,90.8450704225352,1.68831168831169,74.8826291079812,82.8638497652582,26,28,18
"Within last month","All","Great Kills",540,482,89.2592592592593,2.07203389830508,71.6666666666667,77.5925925925926,57,52,50
"Within last month","All","Greenpoint",685,595,86.8613138686131,1.91794871794872,69.1970802919708,76.6423357664234,40,64,62
"Within last month","All","Grymes Hill/Clifton/Fox Hills",317,246,77.602523659306,3.04115226337449,50.1577287066246,63.0914826498423,147,171,155
"Within last month","All","Hamilton Heights",1824,1254,68.75,5.29632587859425,35.4166666666667,46.6008771929825,190,189,189
"Within last month","All","Hammels/Arverne/Edgemere",389,288,74.0359897172236,2.27898550724638,56.0411311053985,62.4678663239075,87,143,157
"Within last month","All","Highbridge",798,687,86.0902255639098,3.76347305389222,52.7568922305764,66.9172932330827,177,160,134
"Within last month","All","Hollis",314,258,82.1656050955414,3.70038910505837,56.3694267515924,62.1019108280255,175,142,159
"Within last month","All","Homecrest",668,572,85.6287425149701,2.91608391608392,65.5688622754491,71.2574850299401,134,99,107
"Within last month","All","Hudson Yards/Chelsea/Flatiron/Union Square",1587,1276,80.4032766225583,3.1690251572327,56.5847511027095,64.5242596093258,153,141,148
"Within last month","All","Hunters Point/Sunnyside/West Maspeth",1193,1056,88.5163453478625,2.10219675262655,71.5842414082146,76.2782900251467,63,53,65
"Within last month","All","Hunts Point",639,500,78.2472613458529,2.75208333333333,51.9561815336463,64.0062597809077,124,166,151
"Within last month","All","Jackson Heights",1054,933,88.5199240986717,1.96074154852781,71.8216318785579,77.5142314990512,46,49,52
"Within last month","All","Jamaica",844,729,86.3744075829384,2.525,68.0094786729858,72.9857819905213,104,72,94
"Within last month","All","Jamaica Estates/Holliswood",284,266,93.6619718309859,2.16091954022989,75,83.0985915492958,70,25,16
"Within last month","All","Kensington/Ocean Parkway",724,602,83.1491712707182,2.39,59.5303867403315,72.7900552486188,95,132,96
"Within last month","All","Kew Gardens",436,388,88.9908256880734,2.35844155844156,66.2844036697248,75,90,88,77
"Within last month","All","Kew Gardens Hills",438,391,89.2694063926941,2.25706940874036,70.0913242009132,78.5388127853881,83,60,43
"Within last month","All","Kingsbridge Heights",579,456,78.7564766839378,3.64757709251101,52.8497409326425,59.2400690846287,170,159,176
"Within last month","All","Laurelton",223,201,90.1345291479821,1.93969849246231,71.7488789237668,79.372197309417,44,50,36
"Within last month","All","Lenox Hill/Roosevelt Island",910,769,84.5054945054945,2.17447916666667,67.2527472527473,73.7362637362637,71,80,89
"Within last month","All","Lincoln Square",725,595,82.0689655172414,2.2003367003367,66.2068965517241,70.3448275862069,74,90,115
"Within last month","All","Lindenwood/Howard Beach",490,432,88.1632653061225,2.24418604651163,73.469387755102,77.3469387755102,80,43,54
"Within last month","All","Longwood",397,316,79.5969773299748,3.34201954397394,53.904282115869,61.7128463476071,155,155,161
"Within last month","All","Lower East Side",734,569,77.5204359673024,2.07692307692308,61.3079019073569,67.983651226158,59,120,129
"Within last month","All","Madison",664,534,80.421686746988,2.72232645403377,61.2951807228916,71.3855421686747,122,121,105
"Within last month","All","Manhattanville",510,374,73.3333333333333,3.35656836461126,49.2156862745098,64.7058823529412,156,175,146
"Within last month","All","Marble Hill/Inwood",1055,683,64.739336492891,3.0353982300885,47.2037914691943,53.5545023696682,146,178,185
"Within last month","All","Mariner's Harbor/Arlington/Port Ivory/Graniteville",426,356,83.5680751173709,2.04310344827586,66.1971830985916,73.7089201877934,51,91,90
"Within last month","All","Maspeth",550,518,94.1818181818182,1.19417475728155,84,87.2727272727273,4,4,4
"Within last month","All","Melrose South/Mott Haven North",617,472,76.4991896272285,3.66203703703704,45.7050243111831,55.7536466774716,172,185,182
"Within last month","All","Middle Village",515,486,94.368932038835,1.32098765432099,82.9126213592233,86.4077669902913,5,5,5
"Within last month","All","Midtown/Midtown South",1842,1495,81.1617806731813,2.62341137123746,59.6634093376764,66.4495114006515,112,129,136
"Within last month","All","Midwood",917,782,85.278080697928,2.92692307692308,59.5419847328244,69.3565976008724,135,131,120
"Within last month","All","Morningside Heights",611,496,81.1783960720131,2.63636363636364,61.8657937806874,69.5581014729951,116,115,119
"Within last month","All","Morrisania/Melrose",766,606,79.11227154047,4.39036544850498,45.822454308094,57.9634464751958,187,184,178
"Within last month","All","Mott Haven/Port Morris",735,611,83.1292517006803,2.8003300330033,61.7687074829932,70.6122448979592,129,116,110
"Within last month","All","Mount Hope",1174,963,82.0272572402044,4.46481876332623,46.8483816013629,60.1362862010222,188,180,170
"Within last month","All","Murray Hill",708,635,89.6892655367232,1.51181102362205,76.5536723163842,83.8983050847458,15,18,9
"Within last month","All","Murray Hill/Kips Bay",751,599,79.7603195739015,3.04507512520868,58.9880159786951,64.1810918774967,148,134,149
"Within last month","All","New Brighton/Silver Lake",376,342,90.9574468085106,2.22058823529412,72.8723404255319,77.6595744680851,76,44,49
"Within last month","All","New Dorp/Midland Beach",405,328,80.9876543209877,1.93103448275862,64.6913580246914,71.6049382716049,43,105,101
"Within last month","All","New Springville/Bloomfield/Travis",506,454,89.7233201581028,1.95100222717149,72.7272727272727,80.0395256916996,45,45,30
"Within last month","All","North Corona",505,466,92.2772277227723,1.79437229437229,77.2277227722772,82.970297029703,31,15,17
"Within last month","All","North Riverdale/Fieldston/Riverdale",323,297,91.9504643962848,2.21917808219178,74.9226006191951,79.5665634674923,75,27,35
"Within last month","All","North Side/South Side",1181,960,81.2870448772227,2.38638743455497,60.1185436071126,68.2472480948349,94,126,128
"Within last month","All","Norwood",838,706,84.2482100238663,3.24606580829757,58.8305489260143,69.2124105011933,154,135,122
"Within last month","All","Oakland Gardens",242,212,87.603305785124,1.55940594059406,71.4876033057851,76.4462809917355,17,54,64
"Within last month","All","Oakwood/Oakwood Beach",251,212,84.4621513944223,1.96078431372549,66.1354581673307,75.6972111553785,47,92,71
"Within last month","All","Ocean Hill",669,521,77.8774289985052,3.70327552986513,49.7757847533632,57.6980568011958,176,173,179
"Within last month","All","Ocean Parkway South",268,226,84.3283582089552,2.03603603603604,66.7910447761194,73.8805970149254,50,84,87
"Within last month","All","Old Astoria",445,372,83.5955056179775,2.12534059945504,68.0898876404494,73.9325842696629,68,71,86
"Within last month","All","Old Town/Dongan Hills/South Beach",350,317,90.5714285714286,1.88562091503268,69.1428571428571,79.7142857142857,37,65,34
"Within last month","All","Ozone Park",459,426,92.8104575163399,1.65714285714286,79.3028322440087,83.442265795207,24,12,12
"Within last month","All","Park Slope/Gowanus",1299,1181,90.9160892994611,2.05209222886422,74.364896073903,78.6759045419554,54,37,42
"Within last month","All","Parkchester",412,366,88.8349514563107,2.55494505494505,70.873786407767,81.3106796116505,108,57,22
"Within last month","All","Pelham Bay/Country Club/City Island",99,93,93.9393939393939,2.79347826086957,65.6565656565657,73.7373737373737,128,97,88
"Within last month","All","Pelham Parkway",540,510,94.4444444444444,2.96516393442623,67.7777777777778,77.5925925925926,141,76,50
"Within last month","All","Pomonok/Flushing Heights/Hillcrest",318,295,92.7672955974843,1.92176870748299,78.6163522012579,83.6477987421384,41,14,10
"Within last month","All","Port Richmond",387,340,87.8552971576227,2.93353474320242,61.7571059431525,67.9586563307494,136,117,131
"Within last month","All","Prospect Heights",462,378,81.8181818181818,2.1029810298103,64.7186147186147,72.2943722943723,64,104,99
"Within last month","All","Prospect Lefferts Gardens/Wingate",1545,1237,80.0647249190938,3.58651502843217,51.9741100323625,62.3300970873786,167,165,158
"Within last month","All","Queens Village",684,613,89.6198830409357,2.17491749174917,73.5380116959064,80.5555555555556,72,42,26
"Within last month","All","Queensboro Hill",281,269,95.729537366548,1.1310861423221,85.7651245551601,88.9679715302491,2,2,2
"Within last month","All","Queensbridge/Ravenswood/Long Island City",458,400,87.3362445414847,1.38888888888889,75.764192139738,79.2576419213974,8,23,38
"Within last month","All","Rego Park",417,387,92.8057553956834,2.97922077922078,67.1462829736211,75.2997601918465,143,81,74
"Within last month","All","Richmond Hill",915,829,90.6010928961749,1.43377885783718,79.0163934426229,83.3879781420765,12,13,14
"Within last month","All","Ridgewood",1033,912,88.2865440464666,2.24061810154525,67.8606001936108,75.701839303001,79,75,70
"Within last month","All","Rosedale",306,248,81.0457516339869,2.37903225806452,63.3986928104575,70.5882352941177,93,109,111
"Within last month","All","Rossville/Woodrow",247,216,87.4493927125506,1.81862745098039,66.8016194331984,73.2793522267206,33,83,92
"Within last month","All","Rugby/Remsen Village",1070,807,75.4205607476636,3.97755610972569,48.0373831775701,55.7009345794393,184,177,183
"Within last month","All","Schuylerville/Throgs Neck/Edgewater Park",579,521,89.9827288428325,1.79457364341085,74.7841105354059,78.9291882556131,32,31,41
"Within last month","All","Seagate/Coney Island",364,284,78.021978021978,2.93594306049822,55.4945054945055,65.3846153846154,137,146,143
"Within last month","All","Sheepshead Bay/Gerritsen Beach/Manhattan Beach",935,810,86.6310160427808,2.6284289276808,66.524064171123,74.5454545454545,114,86,82
"Within last month","All","SoHo/TriBeCa/Civic Center/Little Italy",1326,1160,87.4811463046757,2.66927083333333,65.4600301659125,71.6440422322775,119,100,100
"Within last month","All","Soundview/Bruckner",1008,918,91.0714285714286,2.41085271317829,73.7103174603175,79.0674603174603,98,40,39
"Within last month","All","Soundview/Castle Hill/Clason Point/Harding Park",461,409,88.7201735357918,1.88918918918919,65.7266811279826,74.4034707158351,38,95,85
"Within last month","All","South Jamaica",585,541,92.4786324786325,1.83888888888889,79.8290598290598,83.4188034188034,35,9,13
"Within last month","All","South Ozone Park",1365,1276,93.4798534798535,1.62470308788599,81.025641025641,84.5421245421245,22,6,7
"Within last month","All","Springfield Gardens North",215,188,87.4418604651163,2.27322404371585,67.906976744186,72.5581395348837,86,73,97
"Within last month","All","Springfield Gardens South/Brookville",276,252,91.304347826087,1.38955823293173,79.3478260869565,83.3333333333333,9,11,15
"Within last month","All","Spuyten Duyvil/Kingsbridge",392,353,90.0510204081633,2.6242774566474,66.8367346938776,76.0204081632653,113,82,67
"Within last month","All","St. Albans",710,635,89.4366197183099,2.2459807073955,71.4084507042254,77.0422535211268,81,55,57
"Within last month","All","Stapleton/Rosebank",478,397,83.0543933054393,2.63544303797468,60.6694560669456,68.6192468619247,115,123,125
"Within last month","All","Starrett City",23,14,60.8695652173913,1.07142857142857,52.1739130434783,56.5217391304348,1,163,180
"Within last month","All","Steinway",651,554,85.099846390169,1.89945155393053,67.2811059907834,74.6543778801843,39,79,80
"Within last month","All","Stuyvesant Heights",1032,804,77.9069767441861,3.3859872611465,52.7131782945737,59.3023255813954,157,161,174
"Within last month","All","Stuyvesant Town/Cooper Village",55,40,72.7272727272727,2.1,54.5454545454545,63.6363636363636,62,153,152
"Within last month","All","Sunset Park East",935,789,84.3850267379679,2.23431498079385,67.4866310160428,75.5080213903743,78,78,73
"Within last month","All","Sunset Park West",995,809,81.3065326633166,2.49282920469361,58.0904522613065,65.427135678392,102,136,142
"Within last month","All","Todt Hill/Emerson Hill/Heartland Village/Lighthouse Hill",477,425,89.0985324947589,2.04502369668246,70.020964360587,80.5031446540881,52,61,27
"Within last month","All","Turtle Bay/East Midtown",820,679,82.8048780487805,2.2658788774003,65.1219512195122,71.5853658536585,84,101,102
"Within last month","All","University Heights/Morris Heights",1178,934,79.2869269949066,3.93959007551241,48.471986417657,60.5263157894737,183,176,167
"Within last month","All","Upper East Side/Carnegie Hill",806,672,83.3746898263027,2.8107302533532,61.0421836228288,68.6104218362283,130,122,126
"Within last month","All","Upper West Side",1753,1375,78.43696520251,3.05449189985272,55.0484883057616,63.5482030804335,150,150,153
"Within last month","All","Van Cortlandt Village",1038,813,78.3236994219653,2.94638403990025,57.8998073217726,65.7032755298651,139,137,140
"Within last month","All","Van Nest/Morris Park/Westchester Square",558,465,83.3333333333333,2.46532438478747,59.8566308243728,69.7132616487455,101,128,118
"Within last month","All","Washington Heights North",1753,1436,81.9167142042213,2.95441795231417,61.4945807187678,70.9640616086708,140,119,108
"Within last month","All","Washington Heights South",1802,1243,68.9789123196448,3.41775244299674,47.0033296337403,54.4950055493896,158,179,184
"Within last month","All","West Brighton",92,75,81.5217391304348,2.37333333333333,63.0434782608696,67.3913043478261,91,111,132
"Within last month","All","West Concourse",912,724,79.3859649122807,4.30041724617524,52.0833333333333,58.1140350877193,186,164,177
"Within last month","All","West Farms/Bronx River",589,486,82.5127334465195,3.46913580246914,53.1409168081494,65.195246179966,162,157,144
"Within last month","All","West New Brighton/New Brighton/St. George",659,559,84.8254931714719,3.44909090909091,54.1729893778452,60.546282245827,161,154,166
"Within last month","All","West Village",1412,1225,86.7563739376771,2.68276436303081,64.3767705382436,71.4589235127479,121,106,103
"Within last month","All","Westchester/Unionport",417,348,83.4532374100719,2.62017804154303,59.9520383693046,70.5035971223022,111,127,112
"Within last month","All","Westerleigh",406,355,87.4384236453202,2.67052023121387,60.3448275862069,67.9802955665025,120,124,130
"Within last month","All","Whitestone",367,341,92.9155313351499,1.56083086053412,80.1089918256131,84.7411444141689,18,7,6
"Within last month","All","Williamsbridge/Olinville",1012,857,84.6837944664032,3.61955241460542,55.1383399209486,66.501976284585,168,148,135
"Within last month","All","Williamsburg",200,177,88.5,2.60344827586207,70.5,76,110,59,68
"Within last month","All","Windsor Terrace",249,211,84.7389558232932,2.05288461538462,66.2650602409639,74.6987951807229,55,89,79
"Within last month","All","Woodhaven",933,867,92.9260450160772,2.00701754385965,74.3837084673097,78.3494105037513,49,36,47
"Within last month","All","Woodlawn/Wakefield",964,815,84.5435684647303,2.59925093632959,62.344398340249,71.3692946058091,109,114,106
"Within last month","All","Woodside",538,477,88.6617100371747,2.34663865546218,74.5353159851301,77.6951672862454,89,34,48
"Within last month","All","Yorkville",809,638,78.8627935723115,3.01740506329114,55.7478368355995,64.0296662546354,145,145,150
